state,district,latitude,longitude,date,rainfall_mm,river_level_mm
Odisha,Coimbatore,21.31,85.7123,19-07-2024,52.0,4226
Bihar,Lucknow,24.4629,83.8409,22-09-2024,43.3,4310
Maharashtra,Jaipur,19.8162,75.6038,18-09-2024,35.1,3546
Maharashtra,Jabalpur,18.7019,75.8852,25-09-2024,51.9,3954
Kerala,Madurai,10.4064,76.9627,21-07-2024,113.0,4780
Gujarat,Agra,22.7078,72.6621,04-07-2024,91.2,4524
Tamil Nadu,Siliguri,12.1503,79.9112,07-06-2024,15.0,3300
Assam,Trichy,25.0315,90.5195,09-09-2024,87.4,5761
Bihar,Mangaluru,26.0067,85.6944,08-09-2024,81.9,4527
Tamil Nadu,Chennai,11.8707,77.6895,19-10-2024,0.0,3550
Kerala,Mysuru,9.9121,77.7473,26-08-2024,59.7,3982
Maharashtra,Prayagraj,20.8241,75.8309,07-08-2024,96.7,4386
Gujarat,Jaipur,22.6666,69.9379,15-06-2024,18.6,3449
Karnataka,Howrah,15.0891,75.3174,01-11-2024,11.7,3356
Bihar,Hyderabad,26.1931,83.8481,02-10-2024,4.0,3656
Maharashtra,Alwar,20.3804,74.6764,20-08-2024,0.0,3311
Karnataka,Udaipur,16.1312,75.2741,03-10-2024,18.0,3688
Bihar,Gwalior,24.4455,86.1219,10-10-2024,16.1,4017
Karnataka,Gaya,15.4679,74.4626,27-11-2024,23.4,3785
Karnataka,Jabalpur,16.1031,75.4212,22-06-2024,31.8,3884
Kerala,Nagpur,10.9121,75.4082,12-10-2024,0.0,3395
Assam,Gwalior,26.266,91.2886,08-11-2024,16.9,4550
Bihar,Kota,24.8171,84.9269,01-09-2024,80.9,4424
Odisha,Nagpur,22.3509,85.4909,14-07-2024,52.0,4308
Uttar Pradesh,Bhopal,26.4382,81.5143,21-10-2024,31.1,4287
Gujarat,Salem,22.1071,72.1347,04-09-2024,33.4,3884
Uttar Pradesh,Indore,27.5859,81.454,15-07-2024,116.4,4509
Maharashtra,Asansol,18.5786,76.9686,15-06-2024,40.0,3740
Gujarat,Karimnagar,21.6987,72.1832,18-11-2024,30.3,3607
Assam,Nizamabad,25.4395,90.5606,29-08-2024,71.7,4354
West Bengal,Bhagalpur,23.5357,89.4831,25-07-2024,105.5,4759
Tamil Nadu,Bengaluru,11.0076,79.8711,09-08-2024,52.7,3609
Bihar,Varanasi,24.6354,86.5816,29-08-2024,5.7,4080
Tamil Nadu,Alwar,11.5264,79.6558,25-10-2024,0.0,3436
Maharashtra,Lucknow,19.1795,76.8773,20-07-2024,99.5,4153
Maharashtra,Trichy,19.1411,76.8672,15-10-2024,18.7,3781
Assam,Warangal,26.2576,92.6528,19-06-2024,11.6,4238
Tamil Nadu,Aurangabad,10.0262,77.328,26-08-2024,67.0,3599
Odisha,Siliguri,20.8621,85.6064,28-11-2024,17.6,3851
Bihar,Agra,26.7279,86.2746,01-08-2024,119.0,4690
Assam,Karimnagar,24.8418,92.4685,19-10-2024,0.0,3901
Uttar Pradesh,Hubballi,25.8487,81.4675,24-06-2024,41.5,4061
Tamil Nadu,Salem,10.7803,80.1587,15-06-2024,179.6,5129
West Bengal,Siliguri,22.0528,88.1753,07-07-2024,77.4,4245
Karnataka,Udaipur,15.1396,74.6447,30-09-2024,36.0,3662
Kerala,Udaipur,9.5021,77.8881,17-08-2024,38.9,3799
West Bengal,Madurai,22.5677,89.708,05-09-2024,73.3,4177
Tamil Nadu,Karimnagar,11.811,79.9568,16-07-2024,31.6,3440
Karnataka,Udaipur,14.8787,75.3109,27-08-2024,115.4,4091
Kerala,Mumbai,10.2084,77.1257,25-07-2024,5.5,3642
Uttar Pradesh,Mumbai,27.8237,81.3879,19-11-2024,0.0,3775
Uttar Pradesh,Patna,25.6294,80.8967,08-07-2024,43.9,4117
Maharashtra,Agra,20.5353,76.7585,09-08-2024,29.2,3875
Odisha,Warangal,20.6468,84.1155,31-07-2024,77.2,5061
Odisha,Kolkata,19.8153,85.1051,15-06-2024,34.9,3999
Kerala,Khammam,10.7664,77.6992,19-11-2024,12.6,3450
Karnataka,Pune,15.136,74.4318,22-09-2024,16.9,3603
Odisha,Udaipur,21.0199,84.1982,09-06-2024,112.8,5035
Bihar,Darbhanga,25.2728,83.9634,24-07-2024,0.0,3912
Bihar,Kolkata,25.3405,84.4714,24-10-2024,5.0,3937
Kerala,Madurai,9.2986,76.3092,21-10-2024,0.0,3538
Kerala,Mumbai,10.6099,76.5859,09-08-2024,49.5,3759
Gujarat,Udaipur,22.1506,70.6937,13-10-2024,3.3,3279
Uttar Pradesh,Jabalpur,27.7183,80.8862,12-09-2024,63.5,4338
Odisha,Jabalpur,20.2493,85.8118,11-08-2024,73.0,4881
Tamil Nadu,Hyderabad,9.6971,77.4201,30-06-2024,45.1,3876
Tamil Nadu,Khammam,12.4674,79.763,11-10-2024,12.0,3580
West Bengal,Ajmer,23.6439,88.638,26-08-2024,71.8,4089
Tamil Nadu,Muzaffarpur,12.2233,78.1837,28-11-2024,0.0,3461
Maharashtra,Durgapur,20.7835,76.7365,08-08-2024,31.9,3708
Gujarat,Warangal,21.2082,70.489,20-07-2024,54.1,4395
Karnataka,Kota,16.594,75.8367,08-10-2024,0.0,3306
Uttar Pradesh,Madurai,27.472,79.7385,16-09-2024,54.7,4621
Bihar,Khammam,24.8273,86.2301,28-06-2024,127.2,4772
Bihar,Ujjain,25.3596,84.7648,02-11-2024,33.8,4455
Uttar Pradesh,Muzaffarpur,27.7835,81.9481,26-06-2024,82.3,4646
Assam,Coimbatore,27.0869,92.038,04-07-2024,0.0,4351
Assam,Kanpur,27.3433,91.1548,13-07-2024,52.9,4873
Karnataka,Patna,14.8214,74.5703,18-10-2024,0.0,3423
Odisha,Agra,20.7171,83.8832,15-07-2024,0.0,3585
Gujarat,Ajmer,23.6453,70.8779,21-06-2024,23.9,3406
Tamil Nadu,Pune,11.7876,77.8614,20-06-2024,0.0,3067
Maharashtra,Alwar,18.3563,76.9694,31-08-2024,94.6,5062
Bihar,Siliguri,26.5044,85.6119,01-07-2024,152.9,5053
Gujarat,Warangal,23.1547,72.1556,25-08-2024,69.7,4568
Bihar,Jaipur,26.3553,85.9199,07-08-2024,59.9,4937
Maharashtra,Mumbai,20.6806,74.8322,09-11-2024,11.9,3989
Assam,Agra,26.1601,92.602,21-10-2024,23.9,4236
Gujarat,Varanasi,23.1803,71.3045,18-09-2024,97.7,4757
Uttar Pradesh,Nizamabad,26.8086,81.1531,09-06-2024,68.6,4063
Maharashtra,Chennai,18.479,74.7589,06-08-2024,80.7,4469
Odisha,Bengaluru,21.7633,85.0389,14-06-2024,40.9,4050
Odisha,Hubballi,20.2574,84.3324,25-10-2024,35.1,4274
Karnataka,Warangal,13.8526,75.9507,29-07-2024,20.6,3484
Kerala,Kolkata,11.4826,76.7366,11-08-2024,17.6,3674
Bihar,Nizamabad,24.4049,84.9459,04-07-2024,5.8,3711
Maharashtra,Kanpur,18.4913,74.9679,12-09-2024,70.9,4268
West Bengal,Chennai,22.1438,88.0223,02-06-2024,37.6,3795
Odisha,Prayagraj,21.7352,85.5199,05-09-2024,40.4,3836
Odisha,Mangaluru,20.6489,84.0169,18-08-2024,44.4,3817
Odisha,Varanasi,19.8189,84.5157,27-07-2024,71.6,4018
Bihar,Durgapur,25.789,85.8436,02-07-2024,80.2,5046
Uttar Pradesh,Darbhanga,27.3275,81.2724,04-08-2024,31.7,3986
Assam,Mumbai,27.2462,92.735,08-11-2024,0.0,4518
Gujarat,Mumbai,23.2808,72.4222,27-09-2024,0.8,3367
Tamil Nadu,Durgapur,11.035,78.7211,04-10-2024,21.3,3219
West Bengal,Agra,21.9248,87.7861,15-11-2024,22.4,3558
Gujarat,Jabalpur,22.601,70.9805,27-09-2024,69.4,3667
Tamil Nadu,Chennai,12.1462,78.126,14-06-2024,40.4,4024
Uttar Pradesh,Karimnagar,28.1644,80.4353,15-10-2024,0.0,3606
Assam,Asansol,26.8617,90.2127,16-08-2024,21.1,4109
West Bengal,Gaya,21.3396,89.7408,29-08-2024,130.3,5132
Gujarat,Chennai,20.8465,72.4164,10-09-2024,18.3,3387
Bihar,Nizamabad,25.5916,84.926,21-07-2024,97.8,4813
Assam,Gwalior,26.2159,90.2073,12-07-2024,49.9,4924
West Bengal,Mysuru,21.7129,88.4456,26-09-2024,73.7,4692
Kerala,Durgapur,10.0667,76.7132,27-06-2024,63.2,4154
Gujarat,Kota,23.3449,71.4125,21-07-2024,66.0,3998
Karnataka,Khammam,14.2597,74.2602,04-07-2024,111.1,4081
West Bengal,Mysuru,22.4887,87.0449,03-07-2024,24.2,3649
West Bengal,Udaipur,23.0629,89.1994,18-10-2024,0.0,3647
Gujarat,Bengaluru,21.1773,71.1167,24-08-2024,86.7,4120
Maharashtra,Mangaluru,20.4465,77.0076,12-10-2024,14.4,3298
Assam,Hyderabad,25.6062,92.2743,08-06-2024,81.1,4981
Karnataka,Nizamabad,14.9522,76.8045,11-06-2024,3.5,3286
Tamil Nadu,Chennai,11.0558,78.4814,19-10-2024,35.9,3348
Tamil Nadu,Ujjain,11.3268,78.0134,28-08-2024,0.0,3343
Bihar,Jabalpur,26.4516,84.1567,03-10-2024,0.0,3732
Kerala,Muzaffarpur,11.1707,75.592,16-08-2024,116.3,4102
Maharashtra,Durgapur,19.6939,75.0716,25-09-2024,67.7,4084
Karnataka,Indore,15.292,75.2865,05-09-2024,75.1,4036
Tamil Nadu,Kota,12.5649,78.0704,24-10-2024,8.6,3587
Uttar Pradesh,Aurangabad,26.3692,80.0327,15-11-2024,6.4,3937
Bihar,Siliguri,25.8089,86.0491,27-06-2024,29.3,4100
Maharashtra,Gaya,20.8846,75.5354,07-11-2024,0.0,3335
Assam,Nagpur,25.9564,92.228,25-06-2024,0.0,4215
Bihar,Trichy,27.0331,85.6498,26-07-2024,113.8,4600
Kerala,Patna,10.954,75.0758,27-08-2024,44.1,4183
West Bengal,Kolkata,22.3839,87.1971,05-07-2024,100.8,5092
West Bengal,Hyderabad,22.8186,87.4647,09-11-2024,38.9,4225
Maharashtra,Prayagraj,19.7847,76.3426,26-11-2024,8.2,3395
Uttar Pradesh,Mumbai,27.9942,81.809,03-09-2024,0.0,3796
Uttar Pradesh,Udaipur,26.8696,79.9231,31-07-2024,106.7,4534
West Bengal,Salem,22.2029,86.9564,10-10-2024,10.0,3964
Assam,Nashik,24.8982,91.0992,01-10-2024,26.3,4116
Odisha,Gwalior,21.427,84.548,19-11-2024,0.5,3582
Kerala,Karimnagar,10.7088,77.8627,26-06-2024,118.0,5029
Assam,Mumbai,26.5964,92.3157,21-06-2024,106.2,5030
Karnataka,Karimnagar,15.8902,76.047,25-06-2024,130.0,4857
Odisha,Pune,20.8538,84.2295,29-09-2024,40.2,4161
Bihar,Jaipur,24.6357,86.3966,11-06-2024,31.8,4651
West Bengal,Trichy,22.0919,87.9591,07-11-2024,32.3,4296
Bihar,Salem,26.9288,85.1359,20-06-2024,98.7,4983
Maharashtra,Bhopal,20.2222,74.8289,06-07-2024,34.1,4411
Karnataka,Asansol,13.8719,76.4255,11-09-2024,121.3,4150
Odisha,Hubballi,20.9306,85.4395,03-10-2024,4.6,3480
Odisha,Jabalpur,21.4565,84.7873,02-08-2024,61.2,3868
Tamil Nadu,Muzaffarpur,10.9818,78.2393,09-10-2024,0.0,3296
Tamil Nadu,Kolkata,10.736,79.7412,08-08-2024,0.0,3140
Bihar,Mysuru,27.3715,86.796,16-09-2024,28.3,4206
Uttar Pradesh,Trichy,27.5081,79.6857,02-06-2024,105.8,4352
Odisha,Nizamabad,21.5051,83.4366,08-08-2024,61.9,3924
Assam,Varanasi,24.9833,92.5421,21-07-2024,43.8,4202
Assam,Bhagalpur,27.1065,90.3926,19-11-2024,31.5,4459
Odisha,Chennai,21.5903,83.7777,10-09-2024,97.7,4766
Tamil Nadu,Hubballi,9.7632,77.8581,14-06-2024,45.8,3755
Uttar Pradesh,Warangal,27.5761,81.635,05-09-2024,109.3,4510
Maharashtra,Nashik,20.375,74.3801,03-06-2024,68.0,4522
Tamil Nadu,Kanpur,10.78,77.9426,01-08-2024,121.6,4325
Assam,Gaya,26.4202,91.2451,10-07-2024,67.6,5505
Karnataka,Coimbatore,14.1238,74.7577,13-07-2024,136.1,4512
Gujarat,Karimnagar,22.3488,70.0488,13-10-2024,0.0,3450
Karnataka,Warangal,14.6992,77.0823,06-06-2024,70.6,4758
West Bengal,Mumbai,21.9764,87.4313,18-09-2024,58.4,4000
Maharashtra,Pune,20.8431,75.9243,22-07-2024,110.7,4776
Assam,Bhagalpur,27.0735,93.1105,31-10-2024,2.1,4501
Bihar,Varanasi,27.1336,85.5017,30-07-2024,166.7,4986
Odisha,Alwar,22.0325,84.4758,25-11-2024,20.7,3793
Uttar Pradesh,Madurai,28.131,81.6377,27-06-2024,54.9,4159
Tamil Nadu,Nagpur,10.3059,77.8479,22-08-2024,23.3,3474
Odisha,Salem,20.2939,86.0483,01-06-2024,102.3,4223
West Bengal,Gaya,23.3621,88.2478,07-10-2024,25.7,4090
Kerala,Khammam,10.7529,75.1186,16-08-2024,70.5,4135
Maharashtra,Coimbatore,19.1218,76.9585,25-11-2024,0.0,3462
Kerala,Lucknow,8.6521,76.4771,23-08-2024,81.4,4380
Assam,Ajmer,24.8502,91.2269,03-09-2024,78.4,5026
Tamil Nadu,Howrah,12.5844,79.5407,22-08-2024,11.3,3422
Kerala,Gwalior,10.3686,76.7117,02-10-2024,23.2,3952
Bihar,Gaya,26.5029,85.4546,23-07-2024,39.8,4351
Kerala,Nashik,10.2902,76.5202,27-10-2024,11.9,3471
Maharashtra,Bhopal,20.5149,76.7576,14-08-2024,0.0,3344
Odisha,Belagavi,21.4128,84.4043,21-09-2024,45.1,4513
Assam,Coimbatore,24.8326,91.2112,10-09-2024,105.3,6035
Bihar,Agra,24.6952,86.2047,13-06-2024,0.0,3766
Karnataka,Muzaffarpur,15.6283,76.6091,08-07-2024,62.3,3591
Odisha,Howrah,21.0494,84.96,27-07-2024,19.0,4159
Gujarat,Jabalpur,21.3752,71.6939,22-06-2024,73.1,4044
West Bengal,Ujjain,22.102,88.5697,03-11-2024,4.9,4028
Gujarat,Kota,21.6824,70.9875,08-06-2024,0.0,3315
Gujarat,Gwalior,23.6873,72.3424,11-07-2024,110.1,4278
Maharashtra,Lucknow,18.4461,75.7595,22-10-2024,0.0,3279
Karnataka,Mangaluru,14.136,76.3595,08-10-2024,0.0,3360
Maharashtra,Belagavi,18.2679,76.0506,02-08-2024,21.2,3871
Bihar,Salem,25.1296,85.0571,08-06-2024,94.9,4479
Tamil Nadu,Ajmer,11.1321,79.8818,25-07-2024,151.9,3957
Karnataka,Jabalpur,16.1267,76.7022,10-11-2024,16.0,3366
Odisha,Mumbai,19.946,85.2433,07-11-2024,0.0,3465
West Bengal,Coimbatore,23.4167,87.2021,06-07-2024,0.0,3589
Assam,Varanasi,27.1972,90.3633,02-10-2024,0.1,4050
Uttar Pradesh,Mumbai,26.2943,81.9187,10-08-2024,91.1,4902
Karnataka,Asansol,14.0466,76.2697,07-06-2024,78.1,3951
Odisha,Nagpur,20.5681,85.5954,29-10-2024,28.6,3865
Maharashtra,Pune,18.9312,75.2093,04-07-2024,122.3,5326
Tamil Nadu,Indore,11.9604,77.551,14-07-2024,56.4,3740
Assam,Kanpur,25.0282,92.8163,30-08-2024,112.2,5562
Gujarat,Khammam,23.4709,72.3687,27-09-2024,72.5,4040
Maharashtra,Bhagalpur,20.5677,74.4264,15-08-2024,32.5,3801
Assam,Jabalpur,26.5601,90.2149,28-09-2024,132.5,6073
Tamil Nadu,Varanasi,9.9112,77.7806,23-06-2024,0.0,3124
Odisha,Asansol,19.4828,84.9345,14-10-2024,0.0,3715
Maharashtra,Jaipur,19.6622,76.2448,19-10-2024,0.0,3371
West Bengal,Alwar,22.3069,88.4635,09-06-2024,60.5,4080
Tamil Nadu,Pune,11.8373,78.2058,15-11-2024,32.6,3674
Assam,Gaya,25.3544,92.1783,03-09-2024,0.0,4003
West Bengal,Siliguri,23.7154,86.9898,06-07-2024,22.7,3877
Odisha,Aurangabad,19.754,84.9035,13-07-2024,0.0,3548
Kerala,Salem,9.4474,76.165,31-10-2024,0.0,3448
Odisha,Coimbatore,22.0817,85.3615,27-07-2024,91.1,5314
Odisha,Nashik,19.4612,86.071,01-09-2024,32.3,3736
Maharashtra,Alwar,20.3383,76.693,29-08-2024,27.6,4015
Gujarat,Hubballi,21.5746,71.3267,24-08-2024,25.9,3254
Bihar,Madurai,25.2136,85.5757,02-10-2024,23.5,4616
Karnataka,Salem,15.5826,76.4687,06-09-2024,64.1,3713
Bihar,Gwalior,25.3953,85.4898,10-08-2024,37.3,4376
Uttar Pradesh,Nagpur,26.145,82.0139,19-06-2024,5.1,3700
Uttar Pradesh,Belagavi,27.3321,79.5509,15-10-2024,6.7,3851
Gujarat,Darbhanga,21.3326,69.7371,05-07-2024,77.7,3965
Uttar Pradesh,Bengaluru,27.4778,81.147,29-09-2024,44.8,4551
Uttar Pradesh,Mysuru,26.254,80.4258,29-10-2024,17.0,3874
Karnataka,Mysuru,13.8858,76.5558,23-10-2024,9.1,3543
Tamil Nadu,Madurai,11.3772,78.7191,05-07-2024,96.8,4422
Odisha,Salem,21.7244,83.5652,23-09-2024,51.8,3957
Assam,Mangaluru,27.3408,93.0558,30-08-2024,135.7,5772
Gujarat,Gaya,21.6247,72.4385,05-07-2024,98.4,4318
Gujarat,Kota,21.8429,70.0589,29-09-2024,59.3,4253
Maharashtra,Nashik,20.2522,76.6832,22-11-2024,0.0,3441
Maharashtra,Bhopal,21.1063,76.5613,04-11-2024,18.4,3511
Gujarat,Hubballi,20.9554,71.949,19-10-2024,8.5,3575
Odisha,Kota,21.737,86.0532,23-06-2024,77.2,4089
Maharashtra,Chennai,20.3671,75.645,14-07-2024,0.0,3307
Maharashtra,Warangal,19.2421,76.2448,05-11-2024,11.0,3429
Maharashtra,Patna,18.4876,75.7339,29-07-2024,31.1,3696
Maharashtra,Kanpur,20.9004,76.9498,24-07-2024,24.4,3865
Karnataka,Salem,16.5264,77.1931,07-08-2024,64.2,4314
Bihar,Hyderabad,26.3654,84.8792,23-09-2024,71.5,4513
Odisha,Nizamabad,21.0257,83.3304,07-11-2024,0.0,3828
Odisha,Udaipur,21.8785,84.6475,16-06-2024,103.7,4768
West Bengal,Alwar,22.0544,89.1981,29-07-2024,54.1,4468
West Bengal,Karimnagar,22.6111,89.3232,21-07-2024,35.3,4078
Kerala,Kanpur,8.961,75.0953,08-10-2024,0.0,3505
Karnataka,Bhopal,16.3484,77.0784,26-11-2024,14.4,3587
Bihar,Hyderabad,24.6541,84.4967,20-09-2024,31.7,4133
Kerala,Salem,10.3635,77.3191,27-06-2024,88.5,3832
Maharashtra,Patna,21.1606,76.0969,10-06-2024,4.7,3429
Karnataka,Gaya,16.1106,75.532,04-11-2024,5.6,3543
Tamil Nadu,Mangaluru,11.6929,78.7319,27-11-2024,0.0,3267
Bihar,Prayagraj,24.4217,86.0755,03-06-2024,20.1,4033
West Bengal,Belagavi,23.4215,88.5513,11-11-2024,47.6,3828
Bihar,Aurangabad,25.4362,85.298,15-11-2024,20.1,3800
West Bengal,Gaya,22.8239,88.228,13-10-2024,3.1,3690
Uttar Pradesh,Howrah,27.1987,81.4182,02-11-2024,33.2,4372
Gujarat,Kolkata,21.7252,70.3906,27-08-2024,0.0,3271
Kerala,Ujjain,8.6367,76.9922,04-11-2024,28.9,3847
Uttar Pradesh,Ujjain,25.4744,81.2339,19-10-2024,19.4,3925
Uttar Pradesh,Howrah,26.241,80.6632,09-08-2024,78.8,4076
Uttar Pradesh,Durgapur,27.8742,82.3207,01-06-2024,34.5,3740
Assam,Aurangabad,26.1657,91.8047,21-10-2024,0.0,4088
Bihar,Udaipur,25.632,84.6847,27-09-2024,93.0,4551
Odisha,Karimnagar,19.541,83.8588,19-10-2024,5.2,3773
Uttar Pradesh,Muzaffarpur,26.93,79.7601,22-10-2024,10.6,3865
Bihar,Kolkata,26.1989,84.3768,20-11-2024,56.0,4447
Odisha,Varanasi,21.8155,85.2985,26-11-2024,14.3,3931
West Bengal,Durgapur,21.281,87.0439,02-06-2024,65.2,4627
Odisha,Hubballi,21.7802,84.302,19-07-2024,69.7,4351
Maharashtra,Hubballi,18.3446,75.4357,11-06-2024,168.7,5578
Odisha,Bengaluru,22.3257,85.362,17-06-2024,72.4,4106
Uttar Pradesh,Madurai,26.5418,82.1575,30-09-2024,83.7,4852
Kerala,Chennai,9.2691,77.1969,12-07-2024,124.5,4655
Assam,Kota,27.5028,90.9691,27-10-2024,27.7,4432
Gujarat,Jabalpur,21.182,69.9608,04-07-2024,38.8,3891
Gujarat,Mumbai,23.0583,70.1423,29-09-2024,0.0,3352
Uttar Pradesh,Alwar,28.2676,80.2308,09-09-2024,57.8,3996
Bihar,Lucknow,27.2017,85.6719,14-08-2024,91.3,4951
West Bengal,Ujjain,23.8236,87.9728,27-07-2024,131.6,4816
Kerala,Kanpur,10.5171,75.5696,28-08-2024,83.9,4389
Gujarat,Asansol,21.4143,71.3825,23-09-2024,78.6,3730
Tamil Nadu,Mangaluru,9.6098,79.8165,02-07-2024,73.6,3713
Kerala,Bhagalpur,10.2479,75.6886,25-07-2024,119.0,5075
Bihar,Howrah,25.703,83.9494,11-07-2024,20.1,4199
Maharashtra,Warangal,19.9929,76.4538,24-10-2024,0.0,3470
Kerala,Nagpur,9.2016,76.4692,02-09-2024,115.6,4157
Tamil Nadu,Bhopal,11.7835,79.7009,17-10-2024,25.2,3734
Gujarat,Khammam,22.0315,71.5337,18-11-2024,16.2,3199
Karnataka,Pune,14.2489,74.8085,22-10-2024,6.4,3151
Karnataka,Asansol,16.1801,74.6294,15-10-2024,1.5,3540
Gujarat,Jaipur,23.0381,71.0121,15-09-2024,142.8,3978
Karnataka,Ujjain,15.6643,75.9239,01-07-2024,131.5,4456
Gujarat,Gaya,22.2229,71.1897,14-06-2024,138.8,4335
Gujarat,Muzaffarpur,23.2034,69.7812,01-08-2024,81.6,3794
Maharashtra,Khammam,20.2753,76.8322,08-11-2024,3.7,3649
Gujarat,Asansol,23.1882,72.3227,08-10-2024,0.0,3201
Uttar Pradesh,Belagavi,26.0369,80.3266,10-08-2024,34.9,4101
Assam,Bengaluru,27.5554,91.9008,16-09-2024,6.5,4068
Assam,Patna,26.4259,92.2213,07-07-2024,86.9,4474
Karnataka,Muzaffarpur,15.2806,74.4221,06-08-2024,67.5,3715
Uttar Pradesh,Jabalpur,25.392,79.8414,30-09-2024,177.3,5011
Kerala,Ujjain,10.8551,77.2288,24-11-2024,0.0,3741
Karnataka,Udaipur,13.94,75.0101,12-06-2024,31.8,3745
Maharashtra,Agra,18.3308,75.1291,16-11-2024,22.9,3599
Bihar,Mangaluru,24.7619,85.8185,17-09-2024,26.6,3941
Uttar Pradesh,Salem,25.5651,80.4045,23-10-2024,24.5,4223
Assam,Varanasi,26.1134,91.4014,27-09-2024,60.9,4951
Uttar Pradesh,Nizamabad,26.8917,81.0758,05-08-2024,45.0,4080
Tamil Nadu,Alwar,11.8428,79.8173,03-07-2024,85.7,4010
Karnataka,Mumbai,15.6706,74.7805,24-09-2024,71.2,3623
Uttar Pradesh,Indore,26.9276,82.3968,08-08-2024,9.7,3702
Maharashtra,Hyderabad,19.6802,76.8834,12-06-2024,29.5,3583
Karnataka,Lucknow,16.2234,75.7524,18-08-2024,57.1,3721
Maharashtra,Udaipur,18.3294,74.4889,25-08-2024,58.0,3968
Maharashtra,Pune,19.673,74.8842,15-06-2024,64.5,4093
Uttar Pradesh,Salem,25.3478,81.4071,10-07-2024,72.1,4926
Assam,Nizamabad,26.6052,92.6998,23-10-2024,2.4,3954
Kerala,Mangaluru,8.7414,75.8348,28-07-2024,54.3,4601
Karnataka,Jabalpur,15.7503,76.0325,09-11-2024,21.4,3594
Uttar Pradesh,Chennai,26.827,80.8557,23-06-2024,64.3,4177
Odisha,Madurai,21.1987,85.649,01-08-2024,35.9,3928
West Bengal,Chennai,22.6493,89.8454,09-11-2024,0.0,3417
Odisha,Madurai,21.0798,83.8039,26-11-2024,9.2,3630
Uttar Pradesh,Ujjain,25.4709,81.2213,04-09-2024,124.1,5313
Uttar Pradesh,Madurai,26.6615,81.1452,19-07-2024,0.0,3748
Bihar,Prayagraj,25.885,86.1728,12-09-2024,68.6,4252
Uttar Pradesh,Asansol,26.7375,82.2558,26-09-2024,61.3,4032
West Bengal,Belagavi,22.0661,87.5786,28-10-2024,43.2,3775
Tamil Nadu,Karimnagar,12.4829,79.7103,20-08-2024,63.5,4061
Kerala,Alwar,10.6688,76.7792,10-08-2024,89.3,4047
Kerala,Coimbatore,9.3237,75.7527,17-08-2024,116.0,4774
Uttar Pradesh,Khammam,26.3358,80.4849,16-07-2024,66.8,4292
Kerala,Mysuru,9.1844,77.6746,25-07-2024,19.6,3845
Kerala,Nagpur,10.4305,76.1203,24-11-2024,10.7,3468
Maharashtra,Patna,18.6284,76.7617,18-07-2024,0.0,3603
Uttar Pradesh,Udaipur,27.8964,79.6122,20-06-2024,106.3,5091
Assam,Bhagalpur,27.178,90.4026,27-09-2024,58.8,4705
Odisha,Agra,21.2279,84.3154,24-08-2024,72.4,4782
Odisha,Nagpur,20.8368,84.0434,14-09-2024,169.3,5359
Maharashtra,Bhagalpur,19.5051,76.3821,13-10-2024,0.0,3307
Odisha,Howrah,20.0443,85.8318,06-11-2024,9.7,3698
Assam,Salem,26.5138,92.5739,17-06-2024,29.3,4369
Odisha,Durgapur,20.9707,84.7919,05-11-2024,0.0,3719
West Bengal,Nizamabad,22.3278,87.4938,07-07-2024,84.2,4410
Uttar Pradesh,Nagpur,27.2651,81.3365,05-08-2024,60.8,4157
Kerala,Mysuru,10.4381,77.9878,25-09-2024,100.3,5151
Tamil Nadu,Nizamabad,11.103,80.1768,10-07-2024,88.8,4185
Gujarat,Varanasi,21.1016,69.9376,21-06-2024,29.3,3413
West Bengal,Gaya,23.2918,87.35,25-09-2024,0.0,3711
Tamil Nadu,Pune,11.6972,79.8197,13-11-2024,0.0,3192
Kerala,Bengaluru,9.2861,77.2093,16-10-2024,0.0,3811
Tamil Nadu,Bhopal,11.0684,79.1328,03-11-2024,29.6,3178
Odisha,Agra,22.0083,84.2364,23-08-2024,63.5,4105
Karnataka,Mangaluru,14.7507,75.8573,13-07-2024,88.4,4280
West Bengal,Agra,24.0715,88.5363,24-09-2024,108.5,5246
Karnataka,Indore,16.5967,74.7124,29-06-2024,10.0,3416
Gujarat,Pune,23.5718,71.7826,24-06-2024,36.1,3358
Tamil Nadu,Khammam,11.5029,79.0828,03-11-2024,0.0,3565
Gujarat,Trichy,22.4119,72.1755,22-06-2024,95.8,4042
Maharashtra,Nizamabad,21.1145,74.8566,31-08-2024,78.8,4196
Odisha,Jabalpur,19.7106,85.895,24-09-2024,57.6,4212
Gujarat,Bengaluru,22.0518,71.5604,27-07-2024,0.9,3359
West Bengal,Coimbatore,23.2039,87.3054,07-09-2024,62.8,4375
Bihar,Nagpur,26.7054,85.5903,14-11-2024,0.0,3704
Uttar Pradesh,Mangaluru,27.2487,81.697,06-10-2024,18.7,3682
Bihar,Nagpur,25.6077,85.2094,29-09-2024,0.0,3929
Kerala,Khammam,9.1812,75.855,20-08-2024,21.0,3601
Assam,Howrah,25.1541,90.8429,12-11-2024,0.3,4344
Bihar,Udaipur,26.2745,84.4963,02-08-2024,53.0,4537
Assam,Durgapur,26.8403,91.1833,24-08-2024,99.1,5485
West Bengal,Salem,21.3322,88.9173,27-08-2024,118.5,4672
Karnataka,Karimnagar,15.0772,75.8087,20-11-2024,0.0,3752
Assam,Jaipur,27.6068,91.6569,10-11-2024,0.0,3999
